1	8327	5.0
10	1210	5.0
100	714	5.0
1000	7361	5.0
10000	60069	5.0
100000	3578	5.0
100001	134853	5.0
100002	6867	5.0
100003	111	5.0
100004	535	5.0
100005	59315	5.0
100006	296	4.0
100007	741	5.0
100008	150	5.0
100009	334	5.0
10001	80	5.0
100010	1047	5.0
100011	2959	5.0
100012	318	4.5
100013	480	5.0
100014	5618	5.0
100015	527	5.0
100016	7254	5.0
100017	736	5.0
100018	1	5.0
100019	480	5.0
10002	434	5.0
100020	1449	5.0
100021	49286	5.0
100022	329	5.0
100023	47518	5.0
100024	88	5.0
100025	1957	4.0
100026	5952	5.0
100027	7147	5.0
100028	108190	5.0
100029	2367	5.0
10003	595	4.5
100030	356	5.0
100031	2	5.0
100032	353	5.0
100033	608	5.0
100034	2995	5.0
100035	1197	5.0
100036	593	5.0
100037	318	4.5
100038	2617	5.0
100039	4993	5.0
10004	1394	5.0
100040	457	5.0
100041	260	5.0
100042	104841	5.0
100043	4700	5.0
100044	168366	5.0
100045	2985	5.0
100046	61236	5.0
100047	858	5.0
100048	110	5.0
100049	1198	5.0
10005	151639	5.0
100050	480	5.0
100051	2571	5.0
100052	2300	5.0
100053	1945	5.0
100054	2959	5.0
100055	2750	5.0
100056	3328	5.0
100057	1209	5.0
100058	40870	5.0
100059	750	5.0
10006	1721	5.0
100060	7438	5.0
100061	3114	5.0
100062	480	5.0
100063	2144	5.0
100064	1376	5.0
100065	7438	5.0
100066	904	5.0
100067	40629	5.0
100068	2959	5.0
100069	912	5.0
10007	750	5.0
100070	73344	5.0
100071	1263	5.0
100072	2959	4.5
100073	590	5.0
100074	356	5.0
100075	7153	5.0
100076	318	5.0
100077	27317	5.0
100078	1269	5.0
100079	904	5.0
10008	3067	5.0
100080	73017	4.5
100081	72226	5.0
100082	5995	5.0
100083	5618	5.0
100084	2514	5.0
100085	1225	5.0
100086	3114	5.0
100087	7361	5.0
100088	260	5.0
100089	608	5.0
10009	112	5.0
100090	3155	5.0
100091	1193	5.0
100092	8636	5.0
100093	1199	5.0
100094	246	5.0
100095	593	5.0
100096	6	5.0
100097	553	5.0
100098	154	5.0
100099	3949	5.0
1001	6373	5.0
10010	527	5.0
100100	6669	5.0
100101	4720	5.0
100102	1136	5.0
100103	527	5.0
100104	1	5.0
100105	142536	5.0
100106	47	5.0
100107	7248	5.0
100108	1237	5.0
100109	1223	5.0
10011	2971	5.0
100110	1246	5.0
100111	4973	5.0
100112	1748	5.0
100113	1620	5.0
100114	44191	5.0
100115	2496	5.0
100116	91535	5.0
100117	96655	5.0
100118	271	5.0
100119	300	5.0
10012	110	5.0
100120	106918	5.0
100121	1198	5.0
100122	4873	5.0
100123	474	5.0
100124	58559	5.0
100125	7153	5.0
100126	7061	5.0
100127	26400	5.0
100128	349	5.0
100129	3623	5.0
10013	110	5.0
100130	109487	4.5
100131	515	5.0
100132	356	5.0
100133	2571	5.0
100134	1198	5.0
100135	2081	5.0
100136	41	5.0
100137	2268	5.0
100138	1250	5.0
100139	73017	5.0
10014	318	5.0
100140	1111	5.0
100141	2959	5.0
100142	1050	5.0
100143	1090	5.0
100144	1148	5.0
100145	2858	5.0
100146	1961	5.0
100147	109487	5.0
100148	318	5.0
100149	1390	5.0
10015	1198	5.0
100150	84152	5.0
100151	2571	5.0
100152	277	5.0
100153	590	5.0
100154	2692	5.0
100155	4993	5.0
100156	67665	5.0
100157	1394	5.0
100158	147	5.0
100159	480	5.0
10016	96	5.0
100160	3098	5.0
100161	8874	5.0
100162	2150	5.0
100163	348	5.0
100164	273	5.0
100165	5952	5.0
100166	33493	5.0
100167	50	5.0
100168	1270	5.0
100169	480	5.0
10017	904	5.0
100170	2762	5.0
100171	541	5.0
100172	6874	5.0
100173	72407	5.0
100174	7361	5.0
100175	1261	5.0
100176	527	5.0
100177	2962	4.5
100178	25	5.0
100179	4246	5.0
10018	231	5.0
100180	1136	5.0
100181	3911	5.0
100182	858	5.0
100183	1198	5.0
100184	2150	5.0
100185	671	5.0
100186	1214	5.0
100187	34	5.0
100188	4367	5.0
100189	1274	5.0
10019	6250	5.0
100190	1235	5.0
100191	1221	5.0
100192	7361	5.0
100193	167392	5.0
100194	92259	5.0
100195	89745	4.5
100196	4450	5.0
100197	53138	5.0
100198	1265	5.0
100199	551	5.0
1002	95167	5.0
10020	36	5.0
100200	55247	5.0
100201	4235	5.0
100202	164179	5.0
100203	296	5.0
100204	13	5.0
100205	134853	5.0
100206	480	5.0
100207	520	5.0
100208	647	4.5
100209	590	5.0
10021	79132	5.0
100210	47099	5.0
100211	105	4.5
100212	48394	5.0
100213	256	5.0
100214	30707	5.0
100215	3552	5.0
100216	1136	5.0
100217	97395	5.0
100218	553	5.0
100219	163	5.0
10022	34405	5.0
100220	60069	5.0
100221	589	5.0
100222	334	5.0
100223	58559	5.0
100224	5618	5.0
100225	1258	5.0
100226	8641	5.0
100227	780	5.0
100228	2571	5.0
100229	1777	5.0
10023	106100	5.0
100230	79702	5.0
100231	110	5.0
100232	2997	5.0
100233	5952	5.0
100234	3755	5.0
100235	589	5.0
100236	534	5.0
100237	2641	5.0
100238	4980	5.0
100239	1201	5.0
10024	356	4.5
100240	495	5.0
100241	469	5.0
100242	1196	5.0
100243	60069	5.0
100244	357	5.0
100245	908	5.0
100246	590	5.0
100247	1172	5.0
100248	14	5.0
100249	2571	4.0
10025	1020	5.0
100250	165	5.0
100251	48394	5.0
100252	2485	5.0
100253	58559	5.0
100254	3083	5.0
100255	2068	5.0
100256	50	5.0
100257	49272	4.5
100258	134853	5.0
100259	1198	5.0
10026	1597	5.0
100260	6380	5.0
100261	1569	4.5
100262	2070	5.0
100263	143355	5.0
100264	82459	5.0
100265	60074	5.0
100266	2657	5.0
100267	61075	5.0
100268	2571	5.0
100269	1356	5.0
10027	150	5.0
100270	588	5.0
100271	1247	5.0
100272	968	5.0
100273	4011	5.0
100274	1214	5.0
100275	1056	5.0
100276	72998	5.0
100277	1175	5.0
100278	786	5.0
100279	1909	5.0
10028	388	5.0
100280	589	5.0
100281	106920	5.0
100282	2959	5.0
100283	260	5.0
100284	356	5.0
100285	919	5.0
100286	2699	5.0
100287	3608	5.0
100288	3996	5.0
100289	60684	5.0
10029	377	5.0
100290	40826	5.0
100291	541	5.0
100292	2985	5.0
100293	4886	5.0
100294	6539	5.0
100295	2858	5.0
100296	54190	5.0
100297	106782	5.0
100298	110	5.0
100299	924	5.0
1003	2858	5.0
10030	4848	5.0
100300	1059	5.0
100301	1079	5.0
100302	8970	5.0
100303	111	5.0
100304	3301	5.0
100305	2858	5.0
100306	6333	5.0
100307	165	5.0
100308	527	5.0
100309	2959	5.0
10031	420	3.0
100310	899	5.0
100311	3000	5.0
100312	31658	5.0
100313	296	5.0
100314	1704	5.0
100315	457	5.0
100316	288	5.0
100317	994	5.0
100318	296	5.0
100319	2571	5.0
10032	4993	5.0
100320	923	5.0
100321	527	5.0
100322	908	5.0
100323	141	5.0
100324	68358	5.0
100325	3148	5.0
100326	914	5.0
100327	1221	5.0
100328	593	5.0
100329	114180	5.0
10033	2944	5.0
100330	733	5.0
100331	34	5.0
100332	2571	5.0
100333	2775	5.0
100334	349	5.0
100335	109487	5.0
100336	54503	5.0
100337	353	5.0
100338	590	5.0
100339	440	5.0
10034	3361	5.0
100340	592	5.0
100341	68653	5.0
100342	2571	4.0
100343	1199	5.0
100344	26324	5.0
100345	4973	5.0
100346	92259	5.0
100347	300	5.0
100348	1252	5.0
100349	589	5.0
10035	3753	5.0
100350	1208	5.0
100351	3101	5.0
100352	318	5.0
100353	1617	5.0
100354	7327	5.0
100355	74458	5.0
100356	7153	5.0
100357	912	5.0
100358	608	5.0
100359	1220	5.0
10036	588	5.0
100360	296	5.0
100361	31685	5.0
100362	2959	5.0
100363	30707	4.5
100364	31923	5.0
100365	38038	5.0
100366	858	5.0
100367	29	5.0
100368	527	5.0
100369	788	5.0
10037	223	5.0
100370	2571	5.0
100371	2122	5.0
100372	318	5.0
100373	733	5.0
100374	44555	5.0
100375	1201	5.0
100376	2959	5.0
100377	928	5.0
100378	115713	5.0
100379	4701	5.0
10038	4308	5.0
100380	4916	5.0
100381	589	5.0
100382	593	5.0
100383	4995	5.0
100384	238	5.0
100385	750	5.0
100386	265	5.0
100387	2872	5.0
100388	1080	5.0
100389	112290	5.0
10039	1210	5.0
100390	914	5.0
100391	508	5.0
100392	3061	5.0
100393	2529	5.0
100394	27266	5.0
100395	4970	5.0
100396	745	5.0
100397	296	5.0
100398	134853	5.0
100399	953	5.0
1004	2012	5.0
10040	51255	5.0
100400	80906	5.0
100401	1396	5.0
100402	7099	5.0
100403	480	4.0
100404	590	5.0
100405	260	4.5
100406	527	5.0
100407	832	5.0
100408	1203	5.0
100409	67997	5.0
10041	3977	5.0
100410	339	5.0
100411	318	5.0
100412	539	5.0
100413	2028	5.0
100414	49272	5.0
100415	122886	5.0
100416	139385	5.0
100417	2795	5.0
100418	356	5.0
100419	3259	5.0
10042	1041	5.0
100420	4027	5.0
100421	882	5.0
100422	5952	5.0
100423	3176	5.0
100424	1704	4.5
100425	79132	5.0
100426	82	5.0
100427	44555	5.0
100428	89118	5.0
100429	7247	5.0
10043	2657	4.5
100430	314	5.0
100431	441	5.0
100432	858	5.0
100433	8838	5.0
100434	1197	5.0
100435	3996	5.0
100436	1371	4.5
100437	588	5.0
100438	1276	5.0
100439	1244	5.0
10044	3753	5.0
100440	858	5.0
100441	34405	5.0
100442	800	5.0
100443	2686	5.0
100444	4027	5.0
100445	3851	5.0
100446	2028	5.0
100447	260	5.0
100448	1214	5.0
100449	805	5.0
10045	1196	5.0
100450	4027	4.5
100451	27773	5.0
100452	785	5.0
100453	364	5.0
100454	2712	5.0
100455	1208	5.0
100456	6870	5.0
100457	2908	5.0
100458	4878	5.0
100459	1196	5.0
10046	1584	5.0
100460	2571	5.0
100461	858	5.0
100462	1084	5.0
100463	2762	5.0
100464	736	5.0
100465	3000	5.0
100466	593	5.0
100467	593	5.0
100468	1097	5.0
100469	7147	5.0
10047	595	5.0
100470	110	5.0
100471	1446	5.0
100472	5	5.0
100473	1210	5.0
100474	2150	5.0
100475	780	5.0
100476	265	5.0
100477	2640	5.0
100478	919	5.0
100479	1262	5.0
10048	33794	5.0
100480	3030	5.0
100481	123	5.0
100482	4226	5.0
100483	1947	5.0
100484	6953	5.0
100485	3147	5.0
100486	1198	5.0
100487	551	5.0
100488	1291	5.0
100489	3147	5.0
10049	112852	5.0
100490	2396	5.0
100491	296	5.0
100492	608	5.0
100493	1221	5.0
100494	296	5.0
100495	2297	5.0
100496	60069	5.0
100497	2988	5.0
100498	2336	5.0
100499	150	5.0
1005	95	5.0
10050	3255	5.0
100500	1197	5.0
100501	99114	5.0
100502	1610	5.0
100503	2351	5.0
100504	590	5.0
100505	2571	5.0
100506	72998	5.0
100507	38304	5.0
100508	166528	5.0
100509	5782	5.0
10051	58490	5.0
100510	318	5.0
100511	2571	5.0
100512	593	5.0
100513	16	5.0
100514	5989	5.0
100515	52973	5.0
100516	1921	5.0
100517	1175	5.0
100518	832	5.0
100519	1747	5.0
10052	1907	5.0
100520	204	5.0
100521	17	5.0
100522	2194	5.0
100523	110	5.0
100524	5618	5.0
100525	112852	5.0
100526	260	5.0
100527	2294	5.0
100528	348	5.0
100529	5989	5.0
10053	1270	5.0
100530	55267	4.5
100531	608	5.0
100532	2571	5.0
100533	5618	5.0
100534	858	5.0
100535	953	5.0
100536	64957	5.0
100537	912	5.0
100538	3969	5.0
100539	5066	5.0
10054	520	5.0
100540	3362	5.0
100541	292	5.0
100542	912	5.0
100543	736	5.0
100544	59315	5.0
100545	72998	5.0
100546	288	5.0
100547	134130	5.0
100548	858	4.5
100549	223	5.0
10055	5952	5.0
100550	2761	5.0
100551	87232	5.0
100552	1356	5.0
100553	6297	5.0
100554	1839	5.0
100555	114180	5.0
100556	589	5.0
100557	1951	5.0
100558	318	5.0
100559	55820	5.0
10056	25	5.0
100560	3578	5.0
100561	1235	5.0
100562	54881	5.0
100563	594	5.0
100564	1267	5.0
100565	132424	5.0
100566	4993	5.0
100567	70286	5.0
100568	31658	5.0
100569	58559	4.5
10057	500	5.0
100570	1291	5.0
100571	588	5.0
100572	858	5.0
100573	1278	5.0
100574	2997	5.0
100575	2324	5.0
